date	Alabama	Alaska	American Samoa	Arizona	Arkansas	California	Colorado	Connecticut	Delaware	Diamond Princess	District of Columbia	Florida	Georgia	Grand Princess	Guam	Hawaii	Idaho	Illinois	Indiana	Iowa	Kansas	Kentucky	Louisiana	Maine	Maryland	Massachusetts	Michigan	Minnesota	Mississippi	Missouri	Montana	Nebraska	Nevada	New Hampshire	New Jersey	New Mexico	New York	North Carolina	North Dakota	Northern Mariana Islands	Ohio	Oklahoma	Oregon	Pennsylvania	Puerto Rico	Rhode Island	South Carolina	South Dakota	Tennessee	Texas	Utah	Vermont	Virgin Islands	Virginia	Washington	West Virginia	Wisconsin	Wyoming
20200226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
20200301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
20200302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
20200303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
20200304	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
20200305	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
20200306	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
20200307	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0
20200308	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
20200309	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
20200310	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0
20200311	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	24	0	0	0
20200312	0	0	0	0	0	4	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	31	0	0	0
20200313	0	0	0	0	0	4	2	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	37	0	0	0
20200314	0	0	0	0	0	3	2	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	39	0	0	0
20200315	0	0	0	0	0	5	2	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	10	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	40	0	0	0
20200316	0	0	0	0	0	7	2	0	0	0	0	3	1	0	0	0	0	0	1	0	1	1	3	0	0	0	1	0	0	0	0	0	1	0	2	0	21	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	2	48	0	0	0
20200317	0	0	0	0	0	12	3	0	0	0	0	5	1	0	0	0	0	1	2	0	1	1	4	0	0	0	1	0	0	0	0	0	1	0	3	0	35	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	2	55	0	0	0
20200318	0	0	0	0	0	16	3	1	0	0	0	7	3	0	0	0	0	1	2	0	1	1	6	0	0	0	2	0	0	1	0	0	1	0	5	0	60	0	0	0	0	0	3	1	0	0	1	1	0	3	0	0	0	2	67	0	0	0
20200319	0	0	0	0	0	18	5	3	0	0	0	9	10	1	0	0	0	4	2	0	1	2	10	0	1	0	2	0	1	1	0	0	1	0	9	0	92	0	0	0	0	1	3	1	0	0	1	1	0	5	0	2	0	2	73	0	4	0
20200320	0	0	0	0	0	24	5	4	0	0	1	11	14	1	0	0	0	5	3	0	1	2	14	0	2	1	3	0	1	3	0	0	2	0	11	0	147	0	0	0	3	1	3	1	0	0	3	1	1	4	0	2	0	2	83	0	3	0
20200321	0	0	0	1	0	25	6	4	0	0	0	13	20	1	0	0	0	6	4	0	2	3	20	0	2	1	6	1	1	3	0	0	2	0	16	0	195	0	0	0	3	1	4	2	1	0	3	1	1	5	0	2	0	3	94	0	4	0
20200322	0	0	0	2	0	30	7	8	0	0	2	13	25	1	1	0	0	9	6	0	2	3	20	0	3	5	12	1	1	3	0	0	2	0	20	0	287	0	0	0	3	2	5	4	1	0	3	1	2	7	1	2	0	6	97	0	4	0
20200323	0	0	0	2	0	39	7	10	0	0	2	18	25	1	1	0	0	12	7	0	2	4	35	0	3	9	18	1	1	4	0	0	4	1	27	0	387	0	0	0	6	2	5	6	2	0	5	1	2	9	1	5	0	6	109	0	5	0
20200324	0	0	0	5	2	50	11	12	0	0	2	18	32	1	1	1	0	16	12	0	2	4	46	0	4	11	31	1	1	8	0	0	4	1	44	0	514	0	0	0	8	3	8	8	2	0	5	1	2	12	1	7	0	9	116	0	5	0
20200325	1	1	0	6	2	65	20	19	0	0	2	23	40	1	1	0	0	19	14	1	3	5	65	0	4	15	51	1	3	9	0	0	6	1	62	1	663	2	0	0	11	5	10	15	2	0	7	1	3	15	1	8	0	9	133	0	7	0
20200326	1	1	0	8	2	81	19	21	1	0	3	29	48	1	1	0	3	26	17	1	3	5	83	0	4	25	71	2	6	9	0	0	10	1	81	1	912	3	0	0	15	7	11	18	2	0	9	1	3	21	1	9	0	10	150	0	10	0
20200327	4	1	0	13	3	94	31	27	2	0	3	35	64	3	1	0	3	34	25	3	4	7	119	1	5	35	107	4	8	9	1	0	10	1	108	1	1227	4	1	0	19	8	12	22	3	0	13	1	6	26	1	10	0	10	157	0	14	0
20200328	4	2	0	15	5	110	44	33	5	0	4	54	69	3	1	0	4	47	31	3	4	9	137	1	5	44	130	5	13	13	1	2	10	2	140	1	1601	5	1	0	25	15	13	34	3	2	15	1	7	30	1	12	0	13	188	0	17	0
20200329	10	2	0	17	6	124	47	34	6	0	5	56	80	3	1	0	5	66	32	4	7	9	151	3	10	48	157	9	14	16	1	2	15	2	161	2	2031	7	1	0	29	16	13	41	3	3	16	1	8	37	2	12	0	20	198	0	18	0
20200330	10	3	0	20	7	146	51	36	6	0	9	63	87	3	1	0	6	73	35	6	8	11	185	3	15	56	213	10	16	16	5	2	15	3	198	2	2585	7	2	0	40	16	16	50	6	4	18	1	14	45	4	12	0	15	205	1	20	0
20200331	23	3	0	25	8	173	69	69	10	0	9	85	111	3	2	0	8	99	49	7	9	11	239	5	18	89	292	12	20	19	5	3	26	3	267	4	3244	12	3	0	55	23	18	63	8	8	22	1	23	54	5	13	0	27	225	1	25	0
20200401	27	3	0	32	10	199	79	85	11	0	9	87	139	3	3	1	9	141	65	9	10	18	273	5	31	122	370	17	22	24	6	4	31	3	355	5	3976	14	3	1	65	30	19	74	11	10	26	2	24	66	5	16	0	34	234	1	27	0
20200402	32	3	0	35	12	238	97	112	12	0	12	164	163	3	3	1	9	163	78	11	12	31	310	7	36	154	453	18	26	32	6	5	38	3	537	6	4813	21	3	1	81	34	21	90	12	12	31	2	36	77	7	17	0	41	271	2	38	0
20200403	38	3	0	44	12	265	111	131	14	0	15	170	184	3	4	3	9	210	102	11	18	34	370	9	43	192	518	22	29	45	5	6	43	5	646	10	5519	27	3	1	91	38	22	102	15	14	34	2	41	100	7	17	0	46	291	2	51	0
20200404	44	5	0	52	14	289	126	165	14	0	21	195	201	3	4	3	10	244	116	14	21	40	409	10	54	216	585	24	35	51	6	6	46	7	846	11	6110	34	3	1	102	42	22	136	18	17	40	2	50	116	8	20	0	52	315	2	54	0
20200405	45	6	0	64	16	348	140	189	14	0	22	221	211	3	4	4	10	274	127	18	22	45	477	10	67	231	675	29	43	64	6	8	46	9	917	12	6932	38	3	1	119	46	27	151	20	25	44	2	53	136	8	22	1	52	336	3	74	0
20200406	49	6	0	65	16	380	150	206	15	0	24	236	229	3	4	5	10	307	143	25	25	45	512	10	91	260	793	30	51	72	6	9	46	9	1003	12	7962	45	3	1	142	51	27	179	21	27	48	4	65	150	13	23	1	66	381	4	78	0
20200407	64	6	0	73	18	432	179	277	16	0	22	283	329	3	4	5	13	380	173	25	29	65	582	12	103	356	917	34	60	92	6	10	72	9	1232	13	9043	53	4	2	167	67	29	247	23	30	51	6	72	160	13	23	1	66	400	4	92	0
20200408	66	7	0	89	18	495	193	326	19	0	27	309	362	3	4	5	15	462	203	27	34	65	652	14	124	433	1037	39	67	107	6	12	72	13	1504	13	10028	66	4	2	193	79	33	318	24	35	51	6	80	189	13	23	1	66	426	4	100	0
20200409	70	7	0	98	21	544	226	380	23	0	32	354	379	3	4	6	18	528	245	29	42	73	702	16	138	503	1164	50	76	123	6	14	81	21	1709	16	11001	76	5	2	213	80	44	345	33	43	67	6	94	210	13	23	1	109	456	5	111	0
20200410	80	7	0	106	21	583	250	448	32	0	38	390	416	3	4	6	24	597	300	31	42	90	755	17	171	599	1371	57	82	133	6	15	90	21	1932	17	11850	83	6	2	231	88	44	418	39	43	72	6	98	238	17	24	1	121	483	5	128	0
20200411	92	8	0	117	25	604	274	494	33	0	47	438	429	3	5	8	25	677	330	34	55	90	806	19	206	686	1487	64	93	145	6	17	102	22	2183	19	12777	89	7	2	247	94	48	503	42	56	80	6	106	266	18	25	1	130	495	5	137	0
20200412	93	8	0	125	27	640	289	554	35	0	50	461	433	0	5	9	27	720	343	41	56	97	840	19	236	756	1592	70	96	157	6	17	112	23	2350	26	13752	89	7	2	253	96	52	557	44	63	82	6	106	283	18	27	1	141	506	6	144	0
20200413	99	8	0	132	29	714	306	602	41	0	52	499	465	0	5	9	27	798	350	41	62	113	884	19	262	844	1724	70	98	167	7	17	114	23	2443	26	14730	94	8	2	274	99	53	589	45	63	82	6	109	305	13	28	1	149	513	8	154	1
20200414	114	9	0	143	32	767	327	671	43	0	67	571	525	0	5	9	33	868	387	49	69	106	1013	20	302	844	1899	79	111	185	7	20	126	25	2805	31	15612	112	8	2	324	108	55	691	45	80	97	6	124	342	18	29	1	154	530	9	170	1
20200415	118	9	0	155	33	860	354	868	46	0	72	596	552	0	5	9	39	949	436	53	71	115	1103	24	311	1108	2056	87	122	202	7	20	131	32	3156	36	16398	130	9	2	362	123	58	779	51	80	106	6	124	375	20	29	1	195	552	10	183	1
20200416	133	9	0	164	37	956	372	971	55	0	81	668	587	0	5	9	41	1072	477	60	80	129	1156	27	319	1108	2136	87	129	216	7	21	137	32	3518	36	17140	150	9	2	407	131	64	841	56	87	111	7	136	414	20	33	1	208	579	12	197	2
20200417	148	9	0	183	37	1037	389	1036	61	0	86	725	650	0	5	9	41	1132	522	64	82	137	1213	29	334	1245	2375	111	140	229	8	24	142	37	3840	44	18190	177	9	2	418	136	70	921	58	118	116	7	141	451	23	35	2	231	603	16	206	2
20200418	153	9	0	180	38	1140	411	1086	67	0	91	748	673	0	5	9	43	1259	545	74	85	144	1267	32	421	1404	2460	121	152	236	10	24	151	38	4070	53	19236	187	9	2	451	136	72	1042	60	137	119	7	142	476	25	38	3	258	613	16	212	2
20200419	157	9	0	184	39	1177	420	1127	67	0	96	774	687	0	5	10	44	1290	562	75	93	146	1296	34	461	1706	2551	134	159	242	10	28	158	38	4362	55	19105	200	9	2	471	140	74	1276	62	150	120	7	148	490	27	38	3	277	636	18	220	2
20200420	163	9	0	191	41	1225	447	1331	72	0	105	822	775	0	5	10	45	1349	577	79	102	154	1328	35	582	1706	2637	143	169	263	10	33	159	42	4496	58	19724	218	9	2	509	143	75	1348	63	155	123	7	152	507	28	38	3	300	643	24	230	2
20200421	183	9	0	208	42	1282	483	1423	82	0	112	867	798	0	5	10	48	1468	635	83	109	171	1405	36	652	1961	2746	160	183	281	12	33	163	42	4753	58	20351	245	13	2	557	164	78	1614	64	171	124	8	157	533	32	40	3	324	664	26	244	2
20200422	196	9	0	231	42	1421	506	1544	89	0	127	893	848	0	5	12	51	1565	666	90	112	185	1473	39	698	2182	2987	179	193	301	14	38	172	48	5150	71	20866	265	14	2	610	170	78	1673	63	181	140	9	157	556	32	40	3	349	686	27	248	6
20200423	202	9	0	249	45	1533	552	1639	92	0	139	987	881	3	5	12	54	1688	706	96	113	191	1599	44	748	2360	3157	200	201	317	14	47	195	51	5426	78	21523	281	15	2	656	179	83	1724	69	189	150	9	171	604	35	43	3	373	711	31	258	7
20200424	209	9	0	266	47	1621	674	1767	100	0	153	1046	899	3	5	13	54	1795	741	107	118	200	1660	47	798	2556	3267	221	209	343	14	50	197	53	5683	84	22076	294	15	2	690	188	86	1747	77	202	157	10	169	624	39	44	3	411	722	32	263	7
20200425	209	9	0	273	48	1689	684	1865	112	0	165	1055	907	3	5	13	56	1875	786	112	120	205	1707	47	875	2730	3339	244	221	357	14	50	205	53	5914	93	22511	305	16	2	711	194	87	1793	83	215	166	10	177	638	41	46	3	437	737	32	266	7
20200426	219	9	0	275	51	1725	688	1924	120	0	178	1075	916	3	5	14	56	1933	813	118	121	208	1729	50	910	2899	3505	272	227	374	14	56	206	60	5938	99	22917	324	17	2	728	195	92	1816	84	226	174	11	181	651	41	46	4	449	749	34	272	7
20200427	228	9	0	275	51	1779	706	2012	125	0	185	1088	995	3	5	16	56	1983	844	127	126	213	1740	51	945	3003	3598	286	229	395	14	56	206	60	6044	99	23399	340	19	2	753	197	92	1886	84	233	177	11	184	666	41	47	4	460	764	34	281	7
20200428	242	9	0	275	57	1864	736	2087	137	0	190	1171	1036	3	5	16	60	2125	901	136	127	225	1801	51	1016	3153	3766	301	239	409	15	56	219	60	6442	105	23734	363	19	2	799	207	99	2046	86	239	192	11	188	719	41	47	4	492	786	38	300	7
20200429	256	9	0	308	57	1946	766	2169	144	0	205	1218	1101	3	5	16	60	2215	964	148	134	234	1845	52	1078	3405	3869	319	250	424	16	56	230	60	6771	112	24180	382	19	2	937	214	101	2373	86	251	231	13	195	754	45	47	4	522	801	38	308	7
20200430	272	9	0	320	61	2031	777	2257	152	0	224	1268	1132	3	5	16	60	2355	1114	162	134	240	1905	53	1140	3562	3991	343	261	443	16	70	243	72	7228	123	24552	406	19	2	976	222	103	2475	92	266	244	17	199	812	46	49	4	552	814	41	316	7
20200501	289	9	0	330	64	2126	821	2339	159	0	231	1314	1169	3	5	16	63	2457	1175	170	140	246	1970	55	1080	3716	4069	370	281	457	16	73	246	81	7538	131	24921	419	23	2	1003	230	104	2635	94	279	256	21	204	840	46	50	4	581	824	46	327	7
20200502	288	9	0	330	72	2180	832	2436	168	0	240	1364	1177	3	5	16	64	2559	1115	175	142	248	1993	56	1251	3846	4224	394	291	472	16	73	255	84	7742	138	25211	431	24	2	1022	238	109	2695	95	296	267	21	209	863	49	51	4	617	830	48	334	7
20200503	290	9	0	362	76	2216	842	2436	177	0	251	1379	1184	3	5	17	64	2618	1132	184	144	253	2012	57	1281	4004	4258	418	303	484	16	78	258	86	7871	151	25495	434	25	2	1039	238	109	2720	97	320	275	21	210	878	50	53	4	660	834	48	339	7
20200504	298	9	0	362	80	2278	851	2556	182	0	258	1399	1246	3	5	17	64	2659	1151	188	156	261	2064	57	1317	4090	4345	427	310	495	16	78	265	86	7910	156	25848	442	25	2	1057	238	109	2838	97	341	283	21	219	901	50	52	4	684	841	48	340	7
20200505	315	9	0	395	83	2381	903	2633	187	0	264	1471	1299	3	5	17	65	2834	1211	207	161	275	2115	61	1390	4212	4391	455	342	524	16	78	270	92	8244	162	26130	472	25	2	1135	247	113	3179	99	355	296	24	226	925	56	52	4	713	862	48	353	7
20200506	343	10	0	426	87	2464	919	2718	193	0	277	1539	1327	3	5	17	66	2974	1377	219	164	283	2167	62	1437	4420	4465	485	374	539	16	78	289	92	8549	169	26699	492	31	2	1225	253	115	3345	99	370	305	29	239	954	58	52	4	737	870	50	362	7
20200507	369	10	0	450	87	2535	944	2797	202	0	285	1600	1355	3	5	17	67	3111	1414	231	165	294	2208	62	1503	4552	4556	508	396	562	16	91	297	114	8807	172	26928	513	31	2	1271	260	121	3589	102	388	316	31	238	985	61	53	4	769	891	51	374	7
20200508	383	10	0	517	88	2613	960	2874	213	0	304	1669	1400	3	5	17	67	3241	1447	243	168	298	2227	63	1560	4702	4614	534	409	583	16	90	294	121	8960	181	27245	530	33	2	1306	266	124	3715	107	399	320	31	242	1025	61	53	4	812	905	52	384	7
